,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1995,7199716,CHOLERA_0000000001,COUNTRY,KEN,YEAR,AFR,Africa,,,2009,,,,,,,11425,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1996,7202454,CHOLERA_0000000001,COUNTRY,MLI,YEAR,AFR,Africa,,,1987,,,,,,,352,,,,,2013-06-11T14:04:28+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
1997,7202837,CHOLERA_0000000001,COUNTRY,GHA,YEAR,AFR,Africa,,,1984,,,,,,,1015,,,,,2013-06-11T14:04:28+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
1998,7207297,CHOLERA_0000000001,COUNTRY,TZA,YEAR,AFR,Africa,,,2009,,,,,,,7700,,,,,2013-06-11T14:04:28+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1999,7209474,CHOLERA_0000000001,COUNTRY,NLD,YEAR,EUR,Europe,,,1993,,,,,,,3,,,,,2013-06-11T14:04:28+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2000,7212700,CHOLERA_0000000001,COUNTRY,ZAF,YEAR,AFR,Africa,,,2002,,,,,,,10004,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2001,7214028,CHOLERA_0000000001,COUNTRY,MWI,YEAR,AFR,Africa,,,1981,,,,,,,261,,,,,2013-06-11T14:04:28+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
2002,7216334,CHOLERA_0000000001,COUNTRY,BFA,YEAR,AFR,Africa,,,2008,,,,,,,0,,,,,2013-06-11T14:04:28+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
2003,7219954,CHOLERA_0000000001,COUNTRY,IRQ,YEAR,EMR,Eastern Mediterranean,,,2002,,,,,,,718,,,,,2013-06-11T14:04:28+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2004,7225805,CHOLERA_0000000001,COUNTRY,IND,YEAR,SEAR,South-East Asia,,,1953,,,,,,,213225,,,,,2013-06-11T14:04:28+02:00,1953,1953-01-01T00:00:00+01:00,1953-12-31T00:00:00+01:00
