,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1263,4194393,MALARIA_CONF_CASES,COUNTRY,ARG,AMR,YEAR,Americas,,2001,,,,,,,,215,215.0,,,,2023-05-10T14:48:16+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1264,4197171,MALARIA_CONF_CASES,COUNTRY,TJK,EUR,YEAR,Europe,,2013,,,,,,,,25,25.0,,,,2023-05-10T14:48:09+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1265,4212027,MALARIA_CONF_CASES,COUNTRY,CRI,AMR,YEAR,Americas,,2021,,,,,,,,232,232.0,,,,2023-05-10T14:47:59+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1266,4212099,MALARIA_CONF_CASES,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,2004,,,,,,,,615,615.0,,,,2023-05-10T14:48:07+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1267,4227071,MALARIA_CONF_CASES,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,2011,,,,,,,,48,48.0,,,,2023-05-10T14:48:07+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1268,4229141,MALARIA_CONF_CASES,COUNTRY,DZA,AFR,YEAR,Africa,,2002,,,,,,,,307,307.0,,,,2023-05-10T14:48:05+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1269,4230392,MALARIA_CONF_CASES,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,2015,,,,,,,,182 465,182465.0,,,,2023-05-10T14:48:22+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1270,4232242,MALARIA_CONF_CASES,COUNTRY,TUR,EUR,YEAR,Europe,,2001,,,,,,,,10 866,10866.0,,,,2023-05-10T14:47:59+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1271,4233050,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2003,,,,,,,,1 724,1724.0,,,,2023-05-10T14:47:56+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1272,4233179,MALARIA_CONF_CASES,COUNTRY,ZAF,AFR,YEAR,Africa,,2003,,,,,,,,13 459,13459.0,,,,2023-05-10T14:47:59+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1273,4233320,MALARIA_CONF_CASES,COUNTRY,GUF,AMR,YEAR,Americas,,2008,,,,,,,,3 320,3320.0,,,,2023-05-10T14:48:24+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1274,4234247,MALARIA_CONF_CASES,COUNTRY,HND,AMR,YEAR,Americas,,2006,,,,,,,,11 923,11923.0,,,,2023-05-10T14:48:24+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1275,4238870,MALARIA_CONF_CASES,REGION,SEAR,,YEAR,,,2017,,,,,,,,1 237 915,1237915.0,,,,2023-05-10T14:48:10+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1276,4239219,MALARIA_CONF_CASES,COUNTRY,PRY,AMR,YEAR,Americas,,2012,,,,,,,,15,15.0,,,,2023-05-10T14:48:06+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1277,4245490,MALARIA_CONF_CASES,COUNTRY,HND,AMR,YEAR,Americas,,2014,,,,,,,,3 380,3380.0,,,,2023-05-10T14:48:14+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1278,4248680,MALARIA_CONF_CASES,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,2002,,,,,,,,41 411,41411.0,,,,2023-05-10T14:48:13+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1279,4249886,MALARIA_CONF_CASES,COUNTRY,STP,AFR,YEAR,Africa,,2000,,,,,,,,31 975,31975.0,,,,2023-05-10T14:48:00+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1280,4254314,MALARIA_CONF_CASES,COUNTRY,KHM,WPR,YEAR,Western Pacific,,2011,,,,,,,,106 905,106905.0,,,,2023-05-10T14:48:03+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1281,4256623,MALARIA_CONF_CASES,COUNTRY,GHA,AFR,YEAR,Africa,,2009,,,,,,,,1 104 370,1104370.0,,,,2023-05-10T14:48:16+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1282,4262012,MALARIA_CONF_CASES,COUNTRY,TJK,EUR,YEAR,Europe,,2008,,,,,,,,318,318.0,,,,2023-05-10T14:48:10+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1283,4264818,MALARIA_CONF_CASES,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,2006,,,,,,,,6 913,6913.0,,,,2023-05-10T14:48:22+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1284,4265638,MALARIA_CONF_CASES,COUNTRY,TLS,SEAR,YEAR,South-East Asia,,2010,,,,,,,,48 139,48139.0,,,,2023-05-10T14:47:57+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1285,4268360,MALARIA_CONF_CASES,COUNTRY,CPV,AFR,YEAR,Africa,,2012,,,,,,,,36,36.0,,,,2023-05-10T14:48:16+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1286,4269437,MALARIA_CONF_CASES,COUNTRY,TZA,AFR,YEAR,Africa,,2011,,,,,,,,2 151 236,2151236.0,,,,2023-05-10T14:47:55+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1287,4273414,MALARIA_CONF_CASES,COUNTRY,TCD,AFR,YEAR,Africa,,2019,,,,,,,,1 632 529,1632529.0,,,,2023-05-10T14:48:14+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1288,4273423,MALARIA_CONF_CASES,COUNTRY,ARM,EUR,YEAR,Europe,,2016,,,,,,,,2,2.0,,,,2023-05-10T14:48:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1289,4278290,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2008,,,,,,,,1 491,1491.0,,,,2023-05-10T14:48:16+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1290,4281019,MALARIA_CONF_CASES,COUNTRY,VEN,AMR,YEAR,Americas,,2000,,,,,,,,29 736,29736.0,,,,2023-05-10T14:47:56+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1291,4288021,MALARIA_CONF_CASES,COUNTRY,UZB,EUR,YEAR,Europe,,2002,,,,,,,,137,137.0,,,,2023-05-10T14:48:05+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1292,4294869,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2016,,,,,,,,11 108,11108.0,,,,2023-05-10T14:48:04+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1293,4295015,MALARIA_CONF_CASES,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2014,,,,,,,,314 036,314036.0,,,,2023-05-10T14:48:14+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1294,4295885,MALARIA_CONF_CASES,COUNTRY,NAM,AFR,YEAR,Africa,,2001,,,,,,,,41 636,41636.0,,,,2023-05-10T14:48:12+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1295,4298647,MALARIA_CONF_CASES,COUNTRY,GUF,AMR,YEAR,Americas,,2000,,,,,,,,3 708,3708.0,,,,2023-05-10T14:47:55+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1296,4302172,MALARIA_CONF_CASES,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,,2019,,,,,,,,628,628.0,,,,2023-05-10T14:48:06+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1297,4303998,MALARIA_CONF_CASES,COUNTRY,TLS,SEAR,YEAR,South-East Asia,,2005,,,,,,,,58 616,58616.0,,,,2023-05-10T14:47:56+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1298,4305772,MALARIA_CONF_CASES,COUNTRY,MWI,AFR,YEAR,Africa,,2021,,,,,,,,6 948 500,6948500.0,,,,2023-05-10T14:48:03+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1299,4306393,MALARIA_CONF_CASES,COUNTRY,BRA,AMR,YEAR,Americas,,2021,,,,,,,,163 585,163585.0,,,,2023-05-10T14:48:21+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1300,4309361,MALARIA_CONF_CASES,COUNTRY,PNG,WPR,YEAR,Western Pacific,,2011,,,,,,,,84 060,84060.0,,,,2023-05-10T14:48:19+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
1301,4311951,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2020,,,,,,,,17 230,17230.0,,,,2023-05-10T14:48:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1302,4317031,MALARIA_CONF_CASES,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,2006,,,,,,,,203 071,203071.0,,,,2023-05-10T14:48:00+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
1303,4326024,MALARIA_CONF_CASES,COUNTRY,RWA,AFR,YEAR,Africa,,2017,,,,,,,,5 940 533,5940533.0,,,,2023-05-10T14:48:23+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1304,4327932,MALARIA_CONF_CASES,COUNTRY,MDG,AFR,YEAR,Africa,,2020,,,,,,,,1 950 471,1950471.0,,,,2023-05-10T14:47:55+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1305,4328258,MALARIA_CONF_CASES,COUNTRY,DOM,AMR,YEAR,Americas,,2008,,,,,,,,1 840,1840.0,,,,2023-05-10T14:48:24+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1306,4328889,MALARIA_CONF_CASES,COUNTRY,GNB,AFR,YEAR,Africa,,2007,,,,,,,,14 284,14284.0,,,,2023-05-10T14:48:02+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1307,4337860,MALARIA_CONF_CASES,COUNTRY,BTN,SEAR,YEAR,South-East Asia,,2019,,,,,,,,42,42.0,,,,2023-05-10T14:48:13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1308,4343412,MALARIA_CONF_CASES,COUNTRY,ZAF,AFR,YEAR,Africa,,2005,,,,,,,,7 755,7755.0,,,,2023-05-10T14:48:19+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1309,4345312,MALARIA_CONF_CASES,REGION,SEAR,,YEAR,,,2007,,,,,,,,2 355 799,2355799.0,,,,2023-05-10T14:48:10+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1310,4347429,MALARIA_CONF_CASES,COUNTRY,GUY,AMR,YEAR,Americas,,2021,,,,,,,,20 850,20850.0,,,,2023-05-10T14:48:03+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1311,4363230,MALARIA_CONF_CASES,COUNTRY,KEN,AFR,YEAR,Africa,,2003,,,,,,,,39 383,39383.0,,,,2023-05-10T14:48:14+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1312,4365262,MALARIA_CONF_CASES,COUNTRY,CPV,AFR,YEAR,Africa,,2004,,,,,,,,45,45.0,,,,2023-05-10T14:47:56+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1313,4368226,MALARIA_CONF_CASES,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2010,,,,,,,,32 480,32480.0,,,,2023-05-10T14:48:22+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1314,4369199,MALARIA_CONF_CASES,COUNTRY,MAR,EMR,YEAR,Eastern Mediterranean,,2000,,,,,,,,59,59.0,,,,2023-05-10T14:48:21+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1315,4375960,MALARIA_CONF_CASES,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2001,,,,,,,,68 699,68699.0,,,,2023-05-10T14:48:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1316,4378161,MALARIA_CONF_CASES,COUNTRY,TCD,AFR,YEAR,Africa,,2010,,,,,,,,200 448,200448.0,,,,2023-05-10T14:48:17+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1317,4380888,MALARIA_CONF_CASES,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,2008,,,,,,,,44 206,44206.0,,,,2023-05-10T14:48:03+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1318,4380940,MALARIA_CONF_CASES,COUNTRY,PRK,SEAR,YEAR,South-East Asia,,2009,,,,,,,,14 845,14845.0,,,,2023-05-10T14:48:12+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1319,4384279,MALARIA_CONF_CASES,COUNTRY,CIV,AFR,YEAR,Africa,,2020,,,,,,,,4 980 640,4980640.0,,,,2023-05-10T14:48:03+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1320,4385081,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2004,,,,,,,,982 846,982846.0,,,,2023-05-10T14:48:03+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1321,4388755,MALARIA_CONF_CASES,COUNTRY,IDN,SEAR,YEAR,South-East Asia,,2008,,,,,,,,461 060,461060.0,,,,2023-05-10T14:48:05+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1322,4390744,MALARIA_CONF_CASES,COUNTRY,AGO,AFR,YEAR,Africa,,2010,,,,,,,,1 682 870,1682870.0,,,,2023-05-10T14:48:22+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
1323,4393223,MALARIA_CONF_CASES,COUNTRY,SLE,AFR,YEAR,Africa,,2008,,,,,,,,176 356,176356.0,,,,2023-05-10T14:48:10+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1324,4394460,MALARIA_CONF_CASES,COUNTRY,GHA,AFR,YEAR,Africa,,2017,,,,,,,,7 003 155,7003155.0,,,,2023-05-10T14:48:17+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1325,4401398,MALARIA_CONF_CASES,REGION,EMR,,YEAR,,,2016,,,,,,,,1 296 572,1296572.0,,,,2023-05-10T14:48:09+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1326,4409034,MALARIA_CONF_CASES,COUNTRY,BRA,AMR,YEAR,Americas,,2019,,,,,,,,190 740,190740.0,,,,2023-05-10T14:48:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1327,4409835,MALARIA_CONF_CASES,COUNTRY,ZWE,AFR,YEAR,Africa,,2004,,,,,,,,16 990,16990.0,,,,2023-05-10T14:47:56+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1328,4410880,MALARIA_CONF_CASES,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2017,,,,,,,,29 247,29247.0,,,,2023-05-10T14:48:23+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1329,4415211,MALARIA_CONF_CASES,COUNTRY,CIV,AFR,YEAR,Africa,,2014,,,,,,,,3 712 831,3712831.0,,,,2023-05-10T14:48:21+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1330,4427956,MALARIA_CONF_CASES,COUNTRY,HTI,AMR,YEAR,Americas,,2012,,,,,,,,27 866,27866.0,,,,2023-05-10T14:48:00+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1331,4434524,MALARIA_CONF_CASES,COUNTRY,COM,AFR,YEAR,Africa,,2012,,,,,,,,49 840,49840.0,,,,2023-05-10T14:48:04+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1332,4434651,MALARIA_CONF_CASES,COUNTRY,LAO,WPR,YEAR,Western Pacific,,2007,,,,,,,,19 037,19037.0,,,,2023-05-10T14:48:19+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
1333,4440083,MALARIA_CONF_CASES,COUNTRY,KGZ,EUR,YEAR,Europe,,2000,,,,,,,,12,12.0,,,,2023-05-10T14:48:18+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1334,4441828,MALARIA_CONF_CASES,COUNTRY,NER,AFR,YEAR,Africa,,2020,,,,,,,,4 377 938,4377938.0,,,,2023-05-10T14:47:58+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1335,4448231,MALARIA_CONF_CASES,COUNTRY,MLI,AFR,YEAR,Africa,,2020,,,,,,,,2 666 266,2666266.0,,,,2023-05-10T14:48:20+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1336,4448981,MALARIA_CONF_CASES,COUNTRY,CIV,AFR,YEAR,Africa,,2015,,,,,,,,3 375 904,3375904.0,,,,2023-05-10T14:48:04+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1337,4449878,MALARIA_CONF_CASES,COUNTRY,GAB,AFR,YEAR,Africa,,2002,,,,,,,,62 976,62976.0,,,,2023-05-10T14:47:55+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1338,4452202,MALARIA_CONF_CASES,COUNTRY,COL,AMR,YEAR,Americas,,2003,,,,,,,,180 956,180956.0,,,,2023-05-10T14:48:12+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1339,4463787,MALARIA_CONF_CASES,COUNTRY,SEN,AFR,YEAR,Africa,,2009,,,,,,,,174 890,174890.0,,,,2023-05-10T14:48:00+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1340,4467135,MALARIA_CONF_CASES,COUNTRY,TCD,AFR,YEAR,Africa,,2012,,,,,,,,7 710,7710.0,,,,2023-05-10T14:47:57+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1341,4468897,MALARIA_CONF_CASES,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2016,,,,,,,,6 680,6680.0,,,,2023-05-10T14:48:11+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1342,4473886,MALARIA_CONF_CASES,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,2018,,,,,,,,625,625.0,,,,2023-05-10T14:48:14+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
1343,4475087,MALARIA_CONF_CASES,COUNTRY,DZA,AFR,YEAR,Africa,,2020,,,,,,,,2 726,2726.0,,,,2023-05-10T14:47:59+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1344,4475562,MALARIA_CONF_CASES,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,2005,,,,,,,,12 516,12516.0,,,,2023-05-10T14:47:59+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1345,4476444,MALARIA_CONF_CASES,COUNTRY,VNM,WPR,YEAR,Western Pacific,,2013,,,,,,,,17 128,17128.0,,,,2023-05-10T14:48:01+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1346,4477839,MALARIA_CONF_CASES,COUNTRY,AGO,AFR,YEAR,Africa,,2020,,,,,,,,6 599 327,6599327.0,,,,2023-05-10T14:47:58+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1347,4480393,MALARIA_CONF_CASES,COUNTRY,NAM,AFR,YEAR,Africa,,2012,,,,,,,,194,194.0,,,,2023-05-10T14:48:18+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1348,4480727,MALARIA_CONF_CASES,COUNTRY,HTI,AMR,YEAR,Americas,,2016,,,,,,,,21 430,21430.0,,,,2023-05-10T14:48:10+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1349,4482780,MALARIA_CONF_CASES,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,,2009,,,,,,,,2 333,2333.0,,,,2023-05-10T14:48:07+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
1350,4484237,MALARIA_CONF_CASES,COUNTRY,VEN,AMR,YEAR,Americas,,2001,,,,,,,,20 006,20006.0,,,,2023-05-10T14:48:09+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1351,4488891,MALARIA_CONF_CASES,COUNTRY,VEN,AMR,YEAR,Americas,,2016,,,,,,,,301 466,301466.0,,,,2023-05-10T14:48:00+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1352,4491251,MALARIA_CONF_CASES,COUNTRY,MYT,AFR,YEAR,Africa,,2008,,,,,,,,346,346.0,,,,2023-05-10T14:48:18+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
1353,4494530,MALARIA_CONF_CASES,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,2005,,,,,,,,47,47.0,,,,2023-05-10T14:48:22+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
1354,4496245,MALARIA_CONF_CASES,COUNTRY,OMN,EMR,YEAR,Eastern Mediterranean,,2016,,,,,,,,807,807.0,,,,2023-05-10T14:47:56+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
1355,4498711,MALARIA_CONF_CASES,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,2021,,,,,,,,79 001,79001.0,,,,2023-05-10T14:48:15+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
1356,4498784,MALARIA_CONF_CASES,REGION,WPR,,YEAR,,,2000,,,,,,,,382 403,382403.0,,,,2023-05-10T14:48:16+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1357,4503582,MALARIA_CONF_CASES,COUNTRY,SEN,AFR,YEAR,Africa,,2020,,,,,,,,445 313,445313.0,,,,2023-05-10T14:48:13+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1358,4506522,MALARIA_CONF_CASES,COUNTRY,CRI,AMR,YEAR,Americas,,2012,,,,,,,,8,8.0,,,,2023-05-10T14:48:04+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1359,4507902,MALARIA_CONF_CASES,COUNTRY,PER,AMR,YEAR,Americas,,2002,,,,,,,,99 237,99237.0,,,,2023-05-10T14:48:00+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1360,4514838,MALARIA_CONF_CASES,COUNTRY,KOR,WPR,YEAR,Western Pacific,,2017,,,,,,,,515,515.0,,,,2023-05-10T14:48:16+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1361,4515576,MALARIA_CONF_CASES,COUNTRY,TUR,EUR,YEAR,Europe,,2003,,,,,,,,9 262,9262.0,,,,2023-05-10T14:48:10+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1362,4517459,MALARIA_CONF_CASES,COUNTRY,GAB,AFR,YEAR,Africa,,2000,,,,,,,,50 810,50810.0,,,,2023-05-10T14:48:20+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
1363,4519692,MALARIA_CONF_CASES,REGION,SEAR,,YEAR,,,2001,,,,,,,,2 844 449,2844449.0,,,,2023-05-10T14:48:09+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
1364,4523025,MALARIA_CONF_CASES,COUNTRY,ERI,AFR,YEAR,Africa,,2003,,,,,,,,10 346,10346.0,,,,2023-05-10T14:48:01+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1365,4524474,MALARIA_CONF_CASES,COUNTRY,SUR,AMR,YEAR,Americas,,2002,,,,,,,,12 837,12837.0,,,,2023-05-10T14:48:24+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
1366,4528084,MALARIA_CONF_CASES,COUNTRY,THA,SEAR,YEAR,South-East Asia,,2013,,,,,,,,41 602,41602.0,,,,2023-05-10T14:47:55+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1367,4528282,MALARIA_CONF_CASES,COUNTRY,GAB,AFR,YEAR,Africa,,2020,,,,,,,,53 659,53659.0,,,,2023-05-10T14:48:17+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1368,4529400,MALARIA_CONF_CASES,COUNTRY,ZMB,AFR,YEAR,Africa,,2014,,,,,,,,4 077 547,4077547.0,,,,2023-05-10T14:47:55+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
1369,4536868,MALARIA_CONF_CASES,COUNTRY,ARE,EMR,YEAR,Eastern Mediterranean,,2015,,,,,,,,3 685,3685.0,,,,2023-05-10T14:48:03+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
1370,4536886,MALARIA_CONF_CASES,COUNTRY,ARM,EUR,YEAR,Europe,,2004,,,,,,,,88,88.0,,,,2023-05-10T14:48:04+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1371,4542086,MALARIA_CONF_CASES,COUNTRY,NAM,AFR,YEAR,Africa,,2003,,,,,,,,20 295,20295.0,,,,2023-05-10T14:48:07+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
1372,4542828,MALARIA_CONF_CASES,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,2020,,,,,,,,371 828,371828.0,,,,2023-05-10T14:48:05+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
1373,4547282,MALARIA_CONF_CASES,COUNTRY,PHL,WPR,YEAR,Western Pacific,,2017,,,,,,,,6 806,6806.0,,,,2023-05-10T14:47:57+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1374,4548443,MALARIA_CONF_CASES,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,2007,,,,,,,,59 857,59857.0,,,,2023-05-10T14:48:21+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
