,Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2914,2275518,WHS3_62,COUNTRY,ERI,YEAR,AFR,Africa,,,1993,,,,,,,267,267.0,,,,2024-07-12T16:01:16.317+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
2915,2275537,WHS3_62,COUNTRY,NER,YEAR,AFR,Africa,,,1982,,,,,,,39 815,39815.0,,,,2024-07-12T16:01:16.317+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
2916,2276563,WHS3_62,COUNTRY,LBR,YEAR,AFR,Africa,,,2010,,,,,,,2200,2200.0,,,,2024-07-12T16:01:16.317+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2917,2279171,WHS3_62,COUNTRY,KIR,YEAR,WPR,Western Pacific,,,1996,,,,,,,13,13.0,,,,2024-07-12T16:01:16.317+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2918,2280411,WHS3_62,COUNTRY,CAF,YEAR,AFR,Africa,,,1990,,,,,,,1275,1275.0,,,,2024-07-12T16:01:16.317+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
2919,2281254,WHS3_62,COUNTRY,GAB,YEAR,AFR,Africa,,,2021,,,,,,,134,134.0,,,,2024-07-12T16:01:16.317+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2920,2281784,WHS3_62,COUNTRY,PRY,YEAR,AMR,Americas,,,1979,,,,,,,1309,1309.0,,,,2024-07-12T16:01:16.317+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
2921,2282231,WHS3_62,WORLDBANKINCOMEGROUP,WB_LI,YEAR,,,,,1999,,,,,,,202 893,202893.0,,,,2024-07-12T16:01:16.317+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2922,2282298,WHS3_62,COUNTRY,HTI,YEAR,AMR,Americas,,,1986,,,,,,,269,269.0,,,,2024-07-12T16:01:16.317+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
2923,2283181,WHS3_62,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,,,2021,,,,,,,35,35.0,,,,2024-07-12T16:01:16.317+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
2924,2283351,WHS3_62,COUNTRY,TKL,YEAR,WPR,Western Pacific,,,1979,,,,,,,0,0.0,,,,2024-07-12T16:01:16.317+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
2925,2283572,WHS3_62,REGION,AFR,YEAR,,,,,2023,,,,,,,424 433,424433.0,,,,2024-07-12T16:01:16.317+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2926,2283887,WHS3_62,COUNTRY,RWA,YEAR,AFR,Africa,,,1976,,,,,,,79 278,79278.0,,,,2024-07-12T16:01:16.317+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
2927,2285758,WHS3_62,COUNTRY,SWZ,YEAR,AFR,Africa,,,1996,,,,,,,2201,2201.0,,,,2024-07-12T16:01:16.317+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
2928,2285969,WHS3_62,COUNTRY,CAN,YEAR,AMR,Americas,,,2023,,,,,,,12,12.0,,,,2024-07-12T16:01:16.317+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2929,2287348,WHS3_62,COUNTRY,ISL,YEAR,EUR,Europe,,,2010,,,,,,,0,0.0,,,,2024-07-12T16:01:16.317+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
2930,2287662,WHS3_62,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,,,2004,,,,,,,80,80.0,,,,2024-07-12T16:01:16.317+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2931,2287784,WHS3_62,COUNTRY,MDV,YEAR,SEAR,South-East Asia,,,1981,,,,,,,1479,1479.0,,,,2024-07-12T16:01:16.317+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
2932,2288302,WHS3_62,COUNTRY,VNM,YEAR,WPR,Western Pacific,,,2020,,,,,,,846,846.0,,,,2024-07-12T16:01:16.317+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2933,2288419,WHS3_62,COUNTRY,MNG,YEAR,WPR,Western Pacific,,,2002,,,,,,,1205,1205.0,,,,2024-07-12T16:01:16.317+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
2934,2289025,WHS3_62,COUNTRY,LBN,YEAR,EMR,Eastern Mediterranean,,,1997,,,,,,,134,134.0,,,,2024-07-12T16:01:16.317+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
2935,2290761,WHS3_62,COUNTRY,ZWE,YEAR,AFR,Africa,,,2020,,,,,,,3,3.0,,,,2024-07-12T16:01:16.317+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
2936,2290823,WHS3_62,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,,,1975,,,,,,,58 028,58028.0,,,,2024-07-12T16:01:16.317+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
2937,2292495,WHS3_62,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,1985,,,,,,,11 699,11699.0,,,,2024-07-12T16:01:16.317+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
2938,2292514,WHS3_62,COUNTRY,NGA,YEAR,AFR,Africa,,,2006,,,,,,,704,704.0,,,,2024-07-12T16:01:16.317+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
2939,2292652,WHS3_62,COUNTRY,USA,YEAR,AMR,Americas,,,1995,,,,,,,309,309.0,,,,2024-07-12T16:01:16.317+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2940,2292965,WHS3_62,COUNTRY,LCA,YEAR,AMR,Americas,,,2012,,,,,,,0,0.0,,,,2024-07-12T16:01:16.317+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
2941,2294484,WHS3_62,COUNTRY,ARM,YEAR,EUR,Europe,,,1999,,,,,,,41,41.0,,,,2024-07-12T16:01:16.317+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2942,2294612,WHS3_62,COUNTRY,SVK,YEAR,EUR,Europe,,,1994,,,,,,,29,29.0,,,,2024-07-12T16:01:16.317+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
2943,2295058,WHS3_62,COUNTRY,BEN,YEAR,AFR,Africa,,,2004,,,,,,,262,262.0,,,,2024-07-12T16:01:16.317+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
2944,2295165,WHS3_62,COUNTRY,COG,YEAR,AFR,Africa,,,1995,,,,,,,2381,2381.0,,,,2024-07-12T16:01:16.317+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
2945,2295695,WHS3_62,COUNTRY,NPL,YEAR,SEAR,South-East Asia,,,2023,,,,,,,963,963.0,,,,2024-07-12T16:01:16.317+02:00,2023,2023-01-01T00:00:00+01:00,2023-12-31T00:00:00+01:00
2946,2297678,WHS3_62,COUNTRY,MNG,YEAR,WPR,Western Pacific,,,1984,,,,,,,29 738,29738.0,,,,2024-07-12T16:01:16.317+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
2947,2298008,WHS3_62,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,1999,,,,,,,5666,5666.0,,,,2024-07-12T16:01:16.317+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
2948,2298326,WHS3_62,COUNTRY,BHS,YEAR,AMR,Americas,,,1974,,,,,,,432,432.0,,,,2024-07-12T16:01:16.317+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
